timeStamp,elapsed,responseCode,threadName,bytes,grpThreads,allThreads,URL,SampleCount,ErrorCount,IdleTime,Connect
1603013695741,3754,200,setUp Thread Group 1-1,561,1,1,https://juaizmqclf.execute-api.us-east-1.amazonaws.com/dev/seed,1,0,0,35
1603013700167,445,200,ThreadGroup 1-1,771,86,86,https://juaizmqclf.execute-api.us-east-1.amazonaws.com/dev/customers/login?email=demouser@demo.ch&password=test,1,0,0,53
1603013700200,416,200,ThreadGroup 1-4,771,87,87,https://juaizmqclf.execute-api.us-east-1.amazonaws.com/dev/customers/login?email=demouser@demo.ch&password=test,1,0,0,33
1603013700225,403,200,ThreadGroup 1-6,771,88,88,https://juaizmqclf.execute-api.us-east-1.amazonaws.com/dev/customers/login?email=demouser@demo.ch&password=test,1,0,0,32
1603013700214,426,200,ThreadGroup 1-5,771,89,89,https://juaizmqclf.execute-api.us-east-1.amazonaws.com/dev/customers/login?email=demouser@demo.ch&password=test,1,0,0,31
1603013700238,409,200,ThreadGroup 1-7,771,90,90,https://juaizmqclf.execute-api.us-east-1.amazonaws.com/dev/customers/login?email=demouser@demo.ch&password=test,1,0,0,31
1603013700190,549,200,ThreadGroup 1-3,771,90,90,https://juaizmqclf.execute-api.us-east-1.amazonaws.com/dev/customers/login?email=demouser@demo.ch&password=test,1,0,0,31
1603013700421,433,200,ThreadGroup 1-24,771,90,90,https://juaizmqclf.execute-api.us-east-1.amazonaws.com/dev/customers/login?email=demouser@demo.ch&password=test,1,0,0,33
1603013700244,618,200,ThreadGroup 1-8,771,90,90,https://juaizmqclf.execute-api.us-east-1.amazonaws.com/dev/customers/login?email=demouser@demo.ch&password=test,1,0,0,34
1603013700178,687,200,ThreadGroup 1-2,771,90,90,https://juaizmqclf.execute-api.us-east-1.amazonaws.com/dev/customers/login?email=demouser@demo.ch&password=test,1,0,0,41
1603013700267,612,200,ThreadGroup 1-10,771,90,90,https://juaizmqclf.execute-api.us-east-1.amazonaws.com/dev/customers/login?email=demouser@demo.ch&password=test,1,0,0,33
1603013700464,423,200,ThreadGroup 1-28,771,90,90,https://juaizmqclf.execute-api.us-east-1.amazonaws.com/dev/customers/login?email=demouser@demo.ch&password=test,1,0,0,32
1603013700278,636,200,ThreadGroup 1-11,771,90,90,https://juaizmqclf.execute-api.us-east-1.amazonaws.com/dev/customers/login?email=demouser@demo.ch&password=test,1,0,0,32
1603013700442,654,200,ThreadGroup 1-26,771,90,90,https://juaizmqclf.execute-api.us-east-1.amazonaws.com/dev/customers/login?email=demouser@demo.ch&password=test,1,0,0,30
