timeStamp,elapsed,responseCode,threadName,bytes,grpThreads,allThreads,URL,SampleCount,ErrorCount,IdleTime,Connect
1603110377459,4403,200,setUp Thread Group 1-1,561,1,1,https://4ou0fdc24c.execute-api.us-east-1.amazonaws.com/dev/seed,1,0,0,101
1603110382554,1847,200,ThreadGroup 1-2,771,35,35,https://4ou0fdc24c.execute-api.us-east-1.amazonaws.com/dev/customers/login?email=demouser@demo.ch&password=test,1,0,0,39
1603110382613,1790,200,ThreadGroup 1-4,771,35,35,https://4ou0fdc24c.execute-api.us-east-1.amazonaws.com/dev/customers/login?email=demouser@demo.ch&password=test,1,0,0,28
1603110382758,1661,200,ThreadGroup 1-9,771,35,35,https://4ou0fdc24c.execute-api.us-east-1.amazonaws.com/dev/customers/login?email=demouser@demo.ch&password=test,1,0,0,29
1603110382642,1804,200,ThreadGroup 1-5,771,35,35,https://4ou0fdc24c.execute-api.us-east-1.amazonaws.com/dev/customers/login?email=demouser@demo.ch&password=test,1,0,0,36
1603110382700,1749,200,ThreadGroup 1-7,771,35,35,https://4ou0fdc24c.execute-api.us-east-1.amazonaws.com/dev/customers/login?email=demouser@demo.ch&password=test,1,0,0,36
1603110382874,1587,200,ThreadGroup 1-13,771,35,35,https://4ou0fdc24c.execute-api.us-east-1.amazonaws.com/dev/customers/login?email=demouser@demo.ch&password=test,1,0,0,33
1603110382816,1675,200,ThreadGroup 1-11,771,35,35,https://4ou0fdc24c.execute-api.us-east-1.amazonaws.com/dev/customers/login?email=demouser@demo.ch&password=test,1,0,0,34
1603110382786,1707,200,ThreadGroup 1-10,771,35,35,https://4ou0fdc24c.execute-api.us-east-1.amazonaws.com/dev/customers/login?email=demouser@demo.ch&password=test,1,0,0,42
1603110382585,1909,200,ThreadGroup 1-3,771,35,35,https://4ou0fdc24c.execute-api.us-east-1.amazonaws.com/dev/customers/login?email=demouser@demo.ch&password=test,1,0,0,30
1603110383048,1448,200,ThreadGroup 1-19,771,35,35,https://4ou0fdc24c.execute-api.us-east-1.amazonaws.com/dev/customers/login?email=demouser@demo.ch&password=test,1,0,0,33
1603110382963,1538,200,ThreadGroup 1-16,771,35,35,https://4ou0fdc24c.execute-api.us-east-1.amazonaws.com/dev/customers/login?email=demouser@demo.ch&password=test,1,0,0,31
1603110382844,1725,200,ThreadGroup 1-12,771,35,35,https://4ou0fdc24c.execute-api.us-east-1.amazonaws.com/dev/customers/login?email=demouser@demo.ch&password=test,1,0,0,27
1603110382728,1886,200,ThreadGroup 1-8,771,35,35,https://4ou0fdc24c.execute-api.us-east-1.amazonaws.com/dev/customers/login?email=demouser@demo.ch&password=test,1,0,0,35
