timeStamp,elapsed,responseCode,threadName,bytes,grpThreads,allThreads,URL,SampleCount,ErrorCount,IdleTime,Connect
1603012263854,4871,200,setUp Thread Group 1-1,561,1,1,https://juaizmqclf.execute-api.us-east-1.amazonaws.com/dev/seed,1,0,0,273
1603012270171,1738,200,ThreadGroup 1-9,771,10,10,https://juaizmqclf.execute-api.us-east-1.amazonaws.com/dev/customers/login?email=demouser@demo.ch&password=test,1,0,0,188
1603012269977,1932,200,ThreadGroup 1-7,771,10,10,https://juaizmqclf.execute-api.us-east-1.amazonaws.com/dev/customers/login?email=demouser@demo.ch&password=test,1,0,0,196
1603012269388,2537,200,ThreadGroup 1-1,771,10,10,https://juaizmqclf.execute-api.us-east-1.amazonaws.com/dev/customers/login?email=demouser@demo.ch&password=test,1,0,0,349
1603012270075,1845,200,ThreadGroup 1-8,771,10,10,https://juaizmqclf.execute-api.us-east-1.amazonaws.com/dev/customers/login?email=demouser@demo.ch&password=test,1,0,0,103
1603012269479,2457,200,ThreadGroup 1-2,771,10,10,https://juaizmqclf.execute-api.us-east-1.amazonaws.com/dev/customers/login?email=demouser@demo.ch&password=test,1,0,0,255
1603012270272,1676,200,ThreadGroup 1-10,771,10,10,https://juaizmqclf.execute-api.us-east-1.amazonaws.com/dev/customers/login?email=demouser@demo.ch&password=test,1,0,0,108
1603012269775,2189,200,ThreadGroup 1-5,771,10,10,https://juaizmqclf.execute-api.us-east-1.amazonaws.com/dev/customers/login?email=demouser@demo.ch&password=test,1,0,0,372
1603012269888,2106,200,ThreadGroup 1-6,771,10,10,https://juaizmqclf.execute-api.us-east-1.amazonaws.com/dev/customers/login?email=demouser@demo.ch&password=test,1,0,0,259
1603012269675,2328,200,ThreadGroup 1-4,771,10,10,https://juaizmqclf.execute-api.us-east-1.amazonaws.com/dev/customers/login?email=demouser@demo.ch&password=test,1,0,0,276
1603012269574,2433,200,ThreadGroup 1-3,771,10,10,https://juaizmqclf.execute-api.us-east-1.amazonaws.com/dev/customers/login?email=demouser@demo.ch&password=test,1,0,0,378
1603012272472,1736,200,ThreadGroup 1-5,53517,10,10,https://juaizmqclf.execute-api.us-east-1.amazonaws.com/dev/products,1,0,0,0
1603012272430,1775,200,ThreadGroup 1-7,53517,10,10,https://juaizmqclf.execute-api.us-east-1.amazonaws.com/dev/products,1,0,0,0
1603012272455,1766,200,ThreadGroup 1-10,53517,10,10,https://juaizmqclf.execute-api.us-east-1.amazonaws.com/dev/products,1,0,0,0
1603012272506,1781,200,ThreadGroup 1-4,53517,10,10,https://juaizmqclf.execute-api.us-east-1.amazonaws.com/dev/products,1,0,0,0
1603012272501,1828,200,ThreadGroup 1-6,53517,10,10,https://juaizmqclf.execute-api.us-east-1.amazonaws.com/dev/products,1,0,0,0
1603012272425,1918,200,ThreadGroup 1-9,53517,10,10,https://juaizmqclf.execute-api.us-east-1.amazonaws.com/dev/products,1,0,0,0
1603012272434,1974,200,ThreadGroup 1-1,53517,10,10,https://juaizmqclf.execute-api.us-east-1.amazonaws.com/dev/products,1,0,0,0
1603012272434,1982,200,ThreadGroup 1-8,53517,10,10,https://juaizmqclf.execute-api.us-east-1.amazonaws.com/dev/products,1,0,0,0
1603012272442,1990,200,ThreadGroup 1-2,53517,10,10,https://juaizmqclf.execute-api.us-east-1.amazonaws.com/dev/products,1,0,0,0
1603012272509,1983,200,ThreadGroup 1-3,53517,10,10,https://juaizmqclf.execute-api.us-east-1.amazonaws.com/dev/products,1,0,0,0
1603012274749,254,200,ThreadGroup 1-10,53517,10,10,https://juaizmqclf.execute-api.us-east-1.amazonaws.com/dev/products,1,0,0,46
1603012274910,321,200,ThreadGroup 1-1,53517,10,10,https://juaizmqclf.execute-api.us-east-1.amazonaws.com/dev/products,1,0,0,31
1603012274790,475,200,ThreadGroup 1-4,53517,10,10,https://juaizmqclf.execute-api.us-east-1.amazonaws.com/dev/products,1,0,0,36
1603012274918,404,200,ThreadGroup 1-8,53517,10,10,https://juaizmqclf.execute-api.us-east-1.amazonaws.com/dev/products,1,0,0,37
1603012274731,680,200,ThreadGroup 1-7,53517,10,10,https://juaizmqclf.execute-api.us-east-1.amazonaws.com/dev/products,1,0,0,64
1603012274722,728,200,ThreadGroup 1-5,53517,10,10,https://juaizmqclf.execute-api.us-east-1.amazonaws.com/dev/products,1,0,0,81
1603012274998,464,200,ThreadGroup 1-3,53517,10,10,https://juaizmqclf.execute-api.us-east-1.amazonaws.com/dev/products,1,0,0,37
1603012274846,675,200,ThreadGroup 1-9,53517,10,10,https://juaizmqclf.execute-api.us-east-1.amazonaws.com/dev/products,1,0,0,36
1603012274832,711,200,ThreadGroup 1-6,53517,10,10,https://juaizmqclf.execute-api.us-east-1.amazonaws.com/dev/products,1,0,0,37
