timeStamp,elapsed,responseCode,threadName,bytes,grpThreads,allThreads,URL,SampleCount,ErrorCount,IdleTime,Connect
1603013037855,4272,200,setUp Thread Group 1-1,561,1,1,https://juaizmqclf.execute-api.us-east-1.amazonaws.com/dev/seed,1,0,0,83
1603013042862,417,200,ThreadGroup 1-5,771,35,35,https://juaizmqclf.execute-api.us-east-1.amazonaws.com/dev/customers/login?email=demouser@demo.ch&password=test,1,0,0,28
1603013042777,503,200,ThreadGroup 1-2,771,35,35,https://juaizmqclf.execute-api.us-east-1.amazonaws.com/dev/customers/login?email=demouser@demo.ch&password=test,1,0,0,112
1603013042835,451,200,ThreadGroup 1-4,771,35,35,https://juaizmqclf.execute-api.us-east-1.amazonaws.com/dev/customers/login?email=demouser@demo.ch&password=test,1,0,0,55
1603013042806,717,200,ThreadGroup 1-3,771,35,35,https://juaizmqclf.execute-api.us-east-1.amazonaws.com/dev/customers/login?email=demouser@demo.ch&password=test,1,0,0,83
1603013043038,486,200,ThreadGroup 1-11,771,35,35,https://juaizmqclf.execute-api.us-east-1.amazonaws.com/dev/customers/login?email=demouser@demo.ch&password=test,1,0,0,28
1603013042752,803,200,ThreadGroup 1-1,771,35,35,https://juaizmqclf.execute-api.us-east-1.amazonaws.com/dev/customers/login?email=demouser@demo.ch&password=test,1,0,0,138
1603013043328,450,200,ThreadGroup 1-21,771,35,35,https://juaizmqclf.execute-api.us-east-1.amazonaws.com/dev/customers/login?email=demouser@demo.ch&password=test,1,0,0,32
1603013043094,685,200,ThreadGroup 1-13,771,35,35,https://juaizmqclf.execute-api.us-east-1.amazonaws.com/dev/customers/login?email=demouser@demo.ch&password=test,1,0,0,31
1603013043154,649,200,ThreadGroup 1-15,771,35,35,https://juaizmqclf.execute-api.us-east-1.amazonaws.com/dev/customers/login?email=demouser@demo.ch&password=test,1,0,0,33
1603013043356,663,200,ThreadGroup 1-22,771,35,35,https://juaizmqclf.execute-api.us-east-1.amazonaws.com/dev/customers/login?email=demouser@demo.ch&password=test,1,0,0,32
1603013043392,649,200,ThreadGroup 1-23,771,35,35,https://juaizmqclf.execute-api.us-east-1.amazonaws.com/dev/customers/login?email=demouser@demo.ch&password=test,1,0,0,71
1603013043416,629,200,ThreadGroup 1-24,771,35,35,https://juaizmqclf.execute-api.us-east-1.amazonaws.com/dev/customers/login?email=demouser@demo.ch&password=test,1,0,0,59
1603013043594,710,200,ThreadGroup 1-30,771,35,35,https://juaizmqclf.execute-api.us-east-1.amazonaws.com/dev/customers/login?email=demouser@demo.ch&password=test,1,0,0,44
1603013043656,650,200,ThreadGroup 1-32,771,35,35,https://juaizmqclf.execute-api.us-east-1.amazonaws.com/dev/customers/login?email=demouser@demo.ch&password=test,1,0,0,40
1603013043676,653,200,ThreadGroup 1-33,771,35,35,https://juaizmqclf.execute-api.us-east-1.amazonaws.com/dev/customers/login?email=demouser@demo.ch&password=test,1,0,0,57
1603013043780,622,200,ThreadGroup 1-5,53517,35,35,https://juaizmqclf.execute-api.us-east-1.amazonaws.com/dev/products,1,0,0,0
1603013043781,642,200,ThreadGroup 1-2,53517,35,35,https://juaizmqclf.execute-api.us-east-1.amazonaws.com/dev/products,1,0,0,0
1603013043786,650,200,ThreadGroup 1-4,53517,35,35,https://juaizmqclf.execute-api.us-east-1.amazonaws.com/dev/products,1,0,0,0
1603013044056,385,200,ThreadGroup 1-1,53517,35,35,https://juaizmqclf.execute-api.us-east-1.amazonaws.com/dev/products,1,0,0,0
1603013044025,581,200,ThreadGroup 1-3,53517,35,35,https://juaizmqclf.execute-api.us-east-1.amazonaws.com/dev/products,1,0,0,0
1603013044025,597,200,ThreadGroup 1-11,53517,35,35,https://juaizmqclf.execute-api.us-east-1.amazonaws.com/dev/products,1,0,0,0
1603013044279,387,200,ThreadGroup 1-21,53517,35,35,https://juaizmqclf.execute-api.us-east-1.amazonaws.com/dev/products,1,0,0,0
1603013044280,382,200,ThreadGroup 1-13,53517,35,35,https://juaizmqclf.execute-api.us-east-1.amazonaws.com/dev/products,1,0,0,0
1603013043241,1616,200,ThreadGroup 1-18,771,35,35,https://juaizmqclf.execute-api.us-east-1.amazonaws.com/dev/customers/login?email=demouser@demo.ch&password=test,1,0,0,29
1603013043210,1652,200,ThreadGroup 1-17,771,35,35,https://juaizmqclf.execute-api.us-east-1.amazonaws.com/dev/customers/login?email=demouser@demo.ch&password=test,1,0,0,34
1603013043125,1741,200,ThreadGroup 1-14,771,35,35,https://juaizmqclf.execute-api.us-east-1.amazonaws.com/dev/customers/login?email=demouser@demo.ch&password=test,1,0,0,47
1603013043299,1569,200,ThreadGroup 1-20,771,35,35,https://juaizmqclf.execute-api.us-east-1.amazonaws.com/dev/customers/login?email=demouser@demo.ch&password=test,1,0,0,36
1603013043064,1821,200,ThreadGroup 1-12,771,35,35,https://juaizmqclf.execute-api.us-east-1.amazonaws.com/dev/customers/login?email=demouser@demo.ch&password=test,1,0,0,27
1603013043268,1626,200,ThreadGroup 1-19,771,35,35,https://juaizmqclf.execute-api.us-east-1.amazonaws.com/dev/customers/login?email=demouser@demo.ch&password=test,1,0,0,29
1603013043007,1899,200,ThreadGroup 1-10,771,35,35,https://juaizmqclf.execute-api.us-east-1.amazonaws.com/dev/customers/login?email=demouser@demo.ch&password=test,1,0,0,30
1603013044305,608,200,ThreadGroup 1-15,53517,35,35,https://juaizmqclf.execute-api.us-east-1.amazonaws.com/dev/products,1,0,0,0
1603013042891,2025,200,ThreadGroup 1-6,771,35,35,https://juaizmqclf.execute-api.us-east-1.amazonaws.com/dev/customers/login?email=demouser@demo.ch&password=test,1,0,0,30
1603013043182,1750,200,ThreadGroup 1-16,771,35,35,https://juaizmqclf.execute-api.us-east-1.amazonaws.com/dev/customers/login?email=demouser@demo.ch&password=test,1,0,0,39
1603013042978,1975,200,ThreadGroup 1-9,771,35,35,https://juaizmqclf.execute-api.us-east-1.amazonaws.com/dev/customers/login?email=demouser@demo.ch&password=test,1,0,0,31
1603013042921,2041,200,ThreadGroup 1-7,771,35,35,https://juaizmqclf.execute-api.us-east-1.amazonaws.com/dev/customers/login?email=demouser@demo.ch&password=test,1,0,0,34
1603013042948,2021,200,ThreadGroup 1-8,771,35,35,https://juaizmqclf.execute-api.us-east-1.amazonaws.com/dev/customers/login?email=demouser@demo.ch&password=test,1,0,0,29
1603013044806,191,200,ThreadGroup 1-30,53517,35,35,https://juaizmqclf.execute-api.us-east-1.amazonaws.com/dev/products,1,0,0,0
1603013044831,200,200,ThreadGroup 1-33,53517,35,35,https://juaizmqclf.execute-api.us-east-1.amazonaws.com/dev/products,1,0,0,0
1603013043444,1594,200,ThreadGroup 1-25,771,35,35,https://juaizmqclf.execute-api.us-east-1.amazonaws.com/dev/customers/login?email=demouser@demo.ch&password=test,1,0,0,52
